Priority,Short Description,Subdirectory,Report ID
P1,Update duplicate collapsing when history items are deleted,Firefox,325153
P1,support URI property on all result nodes,Firefox,325161
P2,Fully support remote containers,Firefox,325163
P1,Feed folder icons,Firefox,325169
P1,Initial startup time is teh sux0rs.,Firefox,325171
P1,Places DB changes should not break existing databases,Firefox,325173
P2,Bookmark management should work when parent is a query,Firefox,324948
P2,Keyboard shortcuts in places pane,Firefox,325091
P1,Ensure Places Migrates Correctly,Firefox,325176
P1,Some places notifications hang browser,Firefox,325250
P2,Rename nsIFormHistory to avoid changing interfaces,Firefox,325257
P1,Support multiple instances of the same URI in a single folder,Firefox,325285
P2,Don't unnecessarily load favicon,Firefox,325286
P3,Closing a container result node should close its children,Firefox,325288
P1,Coalesce redirects in history,Firefox,325665
P4,Remove calls to IsVoid,Firefox,325763
P2,editAction.xul/pref.css/options.png/check.gif/dot.gif are unused and should be removed,Firefox,325772
P4,Call nsINavHistory::markPageAsFollowedBookmark when following a bookmark,Firefox,325784
P3,Spell check this field menuitem does not get checked.,Firefox,325819
P3,Redirects don't get link coloring until reload,Firefox,325827
P3,setAnnotation() rounds large integers like JS time values,Firefox,325812
P4,Finish calendar,Firefox,326185
P5,mouseup on outside calendar breaks date range selection,Firefox,326318
P5,pushing mutliple mouse buttons selects mutliple days in calendar widget,Firefox,326320
P1,JS error when selecting text on page,Firefox,326346
P3,Give untitled pages default names like the old history service,Firefox,326428
P4,Middle click in places bar doesnt open bookmarks,Firefox,325781
P1,Bookmarks batches should also be DB transactions,Firefox,326432
P2,History not shown via Ctrl-H or Go->History,Firefox,325605
P2,Open context options non functional in places bar folders,Firefox,325782
P4,Fix signedness errors in tree access count updates,Firefox,326475
P1,memory corruption probably caused by chrome alert(),Firefox,325236
P1,Tree D&D is massively broken,Firefox,326598
P3,Advanced Search refinements,Firefox,326613
P2,Should not be able to tag a new place as a livemark,Firefox,326675
P2,Provide some visual distinction to the tag view,Firefox,326676
P2,Properties panel should have reasonable minimum width,Firefox,326677
P3,Searching History changes sort order,Firefox,326705
P2,Importing twice from Safari corrupts history,Firefox,326734
P1,Prefer toolbar names over names in other menus when importing bookmarks,Firefox,326908
P1,Places can not handle large history file,Firefox,327000
P1,OS Bookmarks menu nonfunctional,Firefox,327036
P1,Resolve day picking UI issues,Firefox,326614
P3,Places builds fail win32 MSVC 7.1 or below,Firefox,326819
P2,"""Open in Tabs"" gone from bookmark menus",Firefox,327034
P4,Delete favicons and annotations when deleting folders,Firefox,327162
P1,Build with --enable-places by default,Firefox,327196
P2,Firefox should never copy storage.sdb from another profile,Firefox,327115
P1,Assertion when removing an item from places toolbar,Firefox,327209
P1,Ensure Sidebar Framework still exists in MOZ_PLACES builds,Firefox,327223
P1,Accept languages empties when IE profile migration is selected.(when with --enable-official-branding),Firefox,327303
P1,The Proxy setting of IE is not migrated.(when with --enable-official-branding),Firefox,327306
P2,Implement bookmark separators in menus and toolbar,Firefox,327321
P2,Store last charset as an annotation,Firefox,327328
P3,Speed up mork history import,Firefox,327330
P2,Bookmarks Toolbar slow to appear at launch,Firefox,326731
P2,No keyboard-accessible way to drop down options menu in Places search box,Firefox,327338
P2,No keyboard-accessible way to sort columns in Places results list,Firefox,327340
P2,No keyboard-accessible way to select displayed columns in Places results list,Firefox,327345
P2,Places search box does not have an accessible name,Firefox,327347
P2,initialization of places services can fail in error conditions,Firefox,327350
P2,Increasing font size in Places results in uglyness.,Firefox,327358
P2,Toolbar customization has changed,Firefox,327364
P1,Some favicons are mis-sized,Firefox,327367
P1,A mix of site links and Feeds in bookmarks toolbar result in duplicated feeds for each site link,Firefox,327383
P2,No keyboard-accessible way to move a folder of bookmarks from one folder to another in Places,Firefox,327395
P2,Items in Places results list do not have accessible names,Firefox,327396
P2,Components of Places calendar widget do not expose proper accessible roles,Firefox,327397
P1,Issues with Places UI buttons,Firefox,327400
P1,bookmarks_history.sqlite is way bigger than history.dat,Firefox,327491
P2,Too many history items on imported profile,Firefox,327443
P3,cannot add RSS feed to bookmarks (live bookmarks not working),Firefox,327453
P2,Star button not on default toolbars,Firefox,327457
P3,Right-clicking a bookmark inside a folder on the Places bar causes focus problems,Firefox,327461
P3,Middle-clicking a Places toolbar folder does not open in tabs,Firefox,327464
P1,Choosing 'Restore Default Set' when customizing toolbars clears the places toolbar,Firefox,327479
P1,Buttons added to the bookmark toolbar are not migrated to Places,Firefox,327482
P2,Certain characters ('&') in bookmark toolbar names not migrated to Places,Firefox,327484
P2,Firefox doesn't remember the title of some pages,Firefox,327165
P3,0 days of history is still a lot,Firefox,327818
P1,Re-implement a failed favicon cache in the favicon service,Firefox,327841
P3,Close button on tabs show empty tooltip,Firefox,324237
P2,Places toolbar appears in windows that should have no toolbars,Firefox,327497
P2,Places History Visit Count not Persisted,Firefox,327514
P1,Live bookmark icon not displayed in places toolbar (livemarkItem.png corrupt),Firefox,327543
P3,Submenus of bookmarks menus height is huge then it goes normal,Firefox,327563
P2,Failure when deleting RSS field (folder),Firefox,327587
P2,Only one places tab per window,Firefox,327731
P3,Middle clicking an item in the places view should open it in a new tab,Firefox,327735
P3,Margins on tabbrowser from places.css,Firefox,327762
P3,Bookmark backups missing,Firefox,327894
P3,Expose bookmark import/export in UI,Firefox,327925
P1,Database corruption bug for places,Firefox,328101
P1,Page load and startup time regressions from places,Firefox,328102
P4,Optimize history database indices,Firefox,328329
P4,Dragging to create bookmarks doesn't set usertitle,Firefox,328531
P1,Normalize annotation names in database,Firefox,328532
P1,Feedback survey prevents uninstaller from completing,Firefox,325042
P1,Places slow to shut down,Firefox,328598
P3,Drag and drop feedback for menus only working on Windows 1.8 branch,Firefox,327648
P2,Update chrome uris for new icon locations,Firefox,328543
P2,last visit pref setting should move to AddURI,Firefox,328399
P2,Can't delete history entries,Firefox,328191
P1,Opening customize window makes bookmarks toolbar items disappear until the next restart,Firefox,328299
P1,Large number of days for history to be remembered causes history to be cleared,Firefox,328470
P3,Places bookmark toolbarbutton needs its own icon,Firefox,328622
P3,printf in nsNavHistory.cpp,Firefox,328668
P1,"Places toolbar shown in popups, take two",Firefox,328619
P3,nsNavHistory::Init allows improper initialization,Firefox,327331
P2,"bms.getFolderReadonly(folder.folderId) doesn't agree with folder.childrenReadOnly for ""Latest Headlines"" when iterating through bookmarks tree",Firefox,327206
P2,"API should not allow creation of ""holes"" in bookmark folders",Firefox,326208
P1,Convert bookmark add/remove functionality to use controller.js,Firefox,326321
P3,unable to add items to the bookmarks menu via overlays (bookmarksMenuPopup),Firefox,327521
P2,Discoverability of places commands,Firefox,326350
P4,Make Places an option for Homepage,Firefox,327509
P3,provide a notification for history expiration,Firefox,328766
P3,Review browser/toolkit trunk-1.8 branch diff and add ifdefs as needed,Firefox,325248
P2,Re-enable favicon expiration checks,Firefox,329110
P2,Location bar drop down history in reverse order,Firefox,329118
P3,Statusbar URLs of bookmarks-menu missing in Places builds,Firefox,328779
P3,Can't create bookmark by dragging link to bookmarks-menu,Firefox,329065
P2,"""Customize..."" window is missing items, disables all menus on close.",Firefox,329100
P3,"""Live Bookmark"" icon is not showing in the ""Bookmarks"" menu nor in Places.",Firefox,329120
P1,Bookmarks toolbar is empty,Firefox,329146
P2,no tooltips in places toolbar,Firefox,329147
P3,Warning: trailing comma is not legal in ECMA-262 object initializers,Firefox,329171
P1,[BeOS] Places toolbar does not show bookmarks,Firefox,329203
P5,Don't track non-toplevel redirects,Firefox,329277
P3,Static Bookmarks Menu Items,Firefox,329182
P3,"Move ""Open in Tabs"" code out of the menu view and into the browser glue",Firefox,329266
P1,disband the browser shim,Firefox,328243
P1,Places Search Popup,Firefox,329179
P1,Places Popup,Firefox,329180
P2,Places Organizer,Firefox,329269
P3,'Add Keyword for this Search' does not work w/ Places,Firefox,329281
P1,nsNavBookmarks::ReplaceItem() leaves the bookmark hash in an inconsistent state,Firefox,329524
P1,"Pressing Ctrl+Z in Places Results in an Invalid Transaction Index Error, but last action is undone",Firefox,329314
P1,Branch does not build with VC6,Firefox,329535
P1,Separate out the view model from a nsNavHistoryResult,Firefox,329546
P3,Bookmarks menu won't close by middle click bookmark,Firefox,329321
P2,"Bookmarks and ""Open in Tabs"" don't work in Bookmarks Menu, but do from Places Toolbar",Firefox,329337
P3,Hook up bookmark importing to File/Import... menu,Firefox,329343
P3,can't return to bookmarks after search,Firefox,329367
P4,"After deleting a bookmark, bookmarks-menu closes",Firefox,329369
P3,Warning: reference to undefined property groupings.length,Firefox,329372
P3,Warning: reference to undefined property asFolder(node).folderType,Firefox,329380
P3,Warning: reference to undefined property child.url,Firefox,329381
P5,Localize calendar,Firefox,329397
P3,No search results in bookmarks,Firefox,329402
P1,"place toolbar button label  ""Star (On/Off)"" doesn't update correctly",Firefox,329453
P1,"Can't paste if no bookmark selected( [Exception... ""Component returned failure code: 0x80070057 (NS_ERROR_ILLEGAL_VALUE) [nsITreeView.isContainer]"" )",Firefox,329488
P2,Can't drag link to bookmarks-menu,Firefox,329507
P2,Live bookmarks load way too aggressively (lock up/hang/freeze browser),Firefox,329534
P2,live bookmarks keep on adding data to bookmarks_history.sqlite,Firefox,329539
P1,Document annotations getting deleted with history behavior,Firefox,329563
P1,Places controller claims to support all commands,Firefox,329587
P1,Land spellchecking on 1_8_BRANCH,Firefox,329668
P1,Failure creating bookmarks service,Firefox,329691
P1,Write nsIAnnotationService::getAnnotations,Firefox,329698
P2,"history.dat, formhistory.dat, downloads.rdf should be deleted when the user clears private data",Firefox,329741
P1,Runtime performance is worse for places,Firefox,329819
