Bug-ID ,Project ,Classification,Summary,Link,Enviroment ,
111402,z_Archived,Performance issue,New PC fails testing with PCTestAgent sending error to self,111402,ECLIPSE,
111491,z_Archived,Performance issue,Performance concerns in the application context system,111491,ECLIPSE,
113617,z_Archived,Performance issue,New AC passes bad environment to process being launched,113617,ECLIPSE,
59288,z_Archived,Performance issue,Object references are not collected,59288,ECLIPSE,
91218,z_Archived,Performance issue,(MON) GLA performance degradation reported by downstream product,91218,ECLIPSE,
98295,z_Archived,Performance issue,SWT container goes into infinite loop - NewClassCreationWizard Fails,98295,ECLIPSE,
56347,z_Archived,Performance issue,M9 Profiling options not applied,56347,ECLIPSE,
177812,Bugzilla,Performance issue,review: Improve performance of duplicates.cgi; Patch v.2,177812,MOZILLA,
3462,Core,Performance issue,Multiple Threads Are Loaded,3462,MOZILLA,
177326,Core,Performance issue,Mozilla rapidly repeats requests multiple times,177326,MOZILLA,
206561,Core,Performance issue,Memory leak on www.bhun.net,206561,MOZILLA,
18250,Core,Performance issue,[Performance] Speed up loading of bookmarks.html,18250,MOZILLA,
82245,Core,Performance issue,Takes several reloads for web page to load fully,82245,MOZILLA,
85314,Core,Performance issue,Necko Performance Review,85314,MOZILLA,
992485,Core ,Performance issue,"Reduce the size of debug browser-chrome logs, exceeding the maximum log size and thus closing trunk and aurora trees",https://bugzilla.mozilla.org/show_bug.cgi?id=992485,MOZILLA,
1059175,Core ,Performance issue,B2G-Inbound closed due to ICS Emulator Debug Mochitests Leaks in most of the tests,https://bugzilla.mozilla.org/show_bug.cgi?id=1059175,MOZILLA,
208293,Rhino,Performance issue,Loading a large script in the Rhino debugger results in an endless loop (100% CPU utilization),https://Bugzilla.mozilla.org/show_bug.cgi?id=208293,MOZILLA,
16666,SeaMonkey,Performance issue,large number of process sections,16666,MOZILLA,
234521,Thunderbird,Performance issue,Building process while compiling in NsModule.cpp - related to bugfix for bug 182928 ?,https://Bugzilla.mozilla.org/show_bug.cgi?id=234521,MOZILLA,
LUCENE-6,Lucene,Permission/Deprecation issue,new IndexReader.terms(myterm) skips over first term,https://issues.apache.org/jira/browse/LUCENE-6?jql=issuetype%20%3D%20Bug%20AND%20status%20in%20(Resolved%2C%20Closed)%20ORDER%20BY%20cf%5B12310220%5D%20ASC%2C%20cf%5B12312823%5D%20ASC,APACHE ,39
XALANJ-642,XalanJ2,Permission/Deprecation issue,xerces2b3: smoketest api tests add &#13; char to lineends,https://issues.apache.org/jira/browse/XALANJ-642?jql=issuetype%20%3D%20Bug%20AND%20status%20in%20(Resolved%2C%20Closed)%20ORDER%20BY%20cf%5B12310220%5D%20ASC%2C%20cf%5B12312823%5D%20ASC,APACHE ,
XALANC-55,XalanC,Permission/Deprecation issue,Access violation in DOMServices::getNamespaceForPrefix (DOMServices.cpp:759),https://issues.apache.org/jira/browse/XALANC-55?jql=issuetype%20%3D%20Bug%20AND%20status%20in%20(Resolved%2C%20Closed)%20ORDER%20BY%20cf%5B12310220%5D%20ASC%2C%20cf%5B12312823%5D%20ASC,APACHE ,
STR-287,Struts,Permission/Deprecation issue,deprecated example code for form,https://issues.apache.org/jira/browse/STR-287?jql=issuetype%20%3D%20Bug%20AND%20status%20in%20(Resolved%2C%20Closed)%20ORDER%20BY%20cf%5B12310220%5D%20ASC%2C%20cf%5B12312823%5D%20ASC,APACHE ,
20312,Apache httpd-2,Permission/Deprecation issue,mod_rewrite; RewriteLock permissions failure,20312,APACHE ,
34954,Slide,Permission/Deprecation issue,[PATCH] (Almost) silent failure of grantPermission in RDBMS adapters,34954,APACHE ,
34951,Slide,Permission/Deprecation issue,[PATCH] Permission management uses wrong URI in RDBMS adapters,34951,APACHE ,
40389,Lenya,Permission/Deprecation issue,"obsolete neutron usecase policy in the default pub,",40389,APACHE ,
41193,Apache httpd-2,Permission/Deprecation issue,Remove useless call,41193,APACHE ,
35757,Apache httpd-2,Permission/Deprecation issue,"Doesn't compile with OpenSSL 0,9,8 (works with olders)",35757,APACHE ,
32371,Tomcat 5,Permission/Deprecation issue,"Outdated documentation pages,",32371,APACHE ,
80110,EMF,Permission/Deprecation issue,setTrackModification(boolean) not deprecated; but does not work,80110,ECLIPSE,
103397,WTP Java EE Tools,Permission/Deprecation issue,Migrate Servlet operation to new data model provider framework,103397,ECLIPSE,
161410,WTP Webservices,Permission/Deprecation issue,[WSDL4J] org.wsdl4j plugin uses obsolete WSDL MIME binding schema,https://bugs.eclipse.org/bugs/show_bug.cgi?id=161410,ECLIPSE,
189290,STEM,Permission/Deprecation issue,New warning messages for deprecated code in 3.3RC1,189290,ECLIPSE,
413861,z_Archiv,Permission/Deprecation issue,Deprecate Transfer.State in favor of transfer-specific listener,413861,ECLIPSE,
492320,PDT,Permission/Deprecation issue,Remove deprecated AbstractPDTTTest,492320,ECLIPSE,
200791,ECF,Permission/Deprecation issue,"[Discovery] Deprecate ""String IServiceID#getServiceType"" in favor of ""IServiceTypeID IServiceID#getServiceTypeID""",200791,ECLIPSE,
421586,Scout,Permission/Deprecation issue,Remove deprecated Code for Scout 3.10/4.0,421586,ECLIPSE,
497578,PDT,Permission/Deprecation issue,"Deprecate the ""version"" attribute of the phpExe ext. point",497578,ECLIPSE,
219732,Data Too,Permission/Deprecation issue,Filtering of Deprecated and Wrapper ODA Data Source Types in DSE,219732,ECLIPSE,
434036,z_Archiv,Permission/Deprecation issue,Delete deprecated org.eclipse.aether.util.repository.layout package,434036,ECLIPSE,
508324,Papyrus,Permission/Deprecation issue,Delete deprecated class DiagramsUtil,508324,ECLIPSE,
286050,Epsilon,Permission/Deprecation issue,[EGL] Deprecate store in favour of generate,286050,ECLIPSE,
434037,z_Archiv,Permission/Deprecation issue,Delete deprecated org.eclipse.aether.spi.connector.Transfer.State enum,434037,ECLIPSE,
510092,Papyrus,Permission/Deprecation issue,Remove deprecated class DestructionEventHelperAdvice,510092,ECLIPSE,
325541,EMF,Permission/Deprecation issue,[Hibernate] CVS: Move hibernate example plugins from deprecated to other location in cvs,325541,ECLIPSE,
436363,Scout,Permission/Deprecation issue,Deprecate and cleanup ordered bundle list,436363,ECLIPSE,
353261,Sapphire,Permission/Deprecation issue,Implement FactsService for @Deprecated,353261,ECLIPSE,
479415,ECP,Permission/Deprecation issue,Remove all usage of deprecated SWTObservables,479415,ECLIPSE,
76614,z_Archiv,Permission/Deprecation issue,Much of Probekit uses deprecated APIs,76614,ECLIPSE,
395132,Scout,Permission/Deprecation issue,Mark @ConfigPropertyValue as deprecated,395132,ECLIPSE,
472138,NatTable,Permission/Deprecation issue,Use MouseEventHelper and deprecate AbstractModeEventHandler#eventOnSameCell(),472138,ECLIPSE,
400549,Jubula,Permission/Deprecation issue,New version of UBMs not including any deprecated modules,400549,ECLIPSE,
473530,PDT,Permission/Deprecation issue,Pupulate deprecated flag to type members,473530,ECLIPSE,
78453,Bugzilla,Permission/Deprecation issue,Enable additional permission for Jon Rubin's bugzilla account,78453,MOZILLA,
603139,Core ,Permission/Deprecation issue,Bug 599428 broke Thunderbird and Sunbird builds,https://bugzilla.mozilla.org/show_bug.cgi?id=603139,MOZILLA,
79278,Graveyard,Permission/Deprecation issue,Fix for bug 15345 breaks webclient and javadom,https://Bugzilla.mozilla.org/show_bug.cgi?id=79278,MOZILLA,
489659,MailNews Core,Permission/Deprecation issue,Trunk mailnews mac builds broken by bug 489344 (port uriloader to x86_64 Mac OS X),https://bugzilla.mozilla.org/show_bug.cgi?id=489659,MOZILLA,
COCOON-125,Cocoon,Security issue,Java SecurityManager java.lang.RuntimePermission createSecurityManager required for cocoon 2,https://issues.apache.org/jira/browse/COCOON-125?jql=issuetype%20%3D%20Bug%20AND%20status%20in%20(Resolved%2C%20Closed)%20AND%20text%20~%20%22security%22%20ORDER%20BY%20cf%5B12310220%5D%20ASC%2C%20cf%5B12312823%5D%20ASC,APACHE ,44
JSI-68,Jetspeed,Security issue,Admin resetting password when encryption is turned on,https://issues.apache.org/jira/browse/JS1-68?jql=issuetype%20%3D%20Bug%20AND%20status%20in%20(Resolved%2C%20Closed)%20AND%20text%20~%20%22security%22%20ORDER%20BY%20cf%5B12310220%5D%20ASC%2C%20cf%5B12312823%5D%20ASC,APACHE ,
JSI-279,Jetspeed,Security issue,[FIX] Default security constraint can override registry-level portlet security,https://issues.apache.org/jira/browse/JS1-279?jql=issuetype%20%3D%20Bug%20AND%20status%20in%20(Resolved%2C%20Closed)%20AND%20text%20~%20%22security%22%20ORDER%20BY%20cf%5B12310220%5D%20ASC%2C%20cf%5B12312823%5D%20ASC,APACHE ,
WSS-33,WSS4J,Security issue,Signature checking vulnerability,https://issues.apache.org/jira/browse/WSS-33?jql=issuetype%20%3D%20Bug%20AND%20status%20in%20(Resolved%2C%20Closed)%20AND%20text%20~%20%22interface%22%20ORDER%20BY%20cf%5B12310220%5D%20ASC%2C%20cf%5B12312823%5D%20ASC,APACHE ,
SOAP-98,SOAP,Security issue,JVM crashes with unexpected exception in native code,https://issues.apache.org/jira/browse/SOAP-98?jql=issuetype%20%3D%20Bug%20AND%20status%20in%20(Resolved%2C%20Closed)%20AND%20text%20~%20%22security%22%20ORDER%20BY%20cf%5B12310220%5D%20ASC%2C%20cf%5B12312823%5D%20ASC,APACHE ,
41510,Security - Now in JIRA,Security issue,"org,apache,xml,security,keys,content,KeyValue,getPublicKey() returns null for DSA key",41510,APACHE ,
41462,Security - Now in JIRA,Security issue,"Xml canonization - UTF-8 encoding issue in Xml security 1,4,0",41462,APACHE ,
37631,Lenya,Security issue,"[Patch] Disable cocoon reload parameter for security reasons,",37631,APACHE ,
53636,Rivet,Security issue,Security access to server and database,53636,APACHE ,
40215,Security - Now in JIRA,Security issue,"org,apache,xml,internal,security,utils,Base64 is not working in EBCDIC platform",40215,APACHE ,
10902,Tomcat 4,Security issue,"""package.access"" security check too general for Jasper - precompiled JSPs get package-access violation",10902,APACHE ,
11317,Security - Now in JIRA,Security issue,SOAP Security,11317,APACHE ,
12054,Apache httpd-2,Security issue,SECURITY: Apache serving 'private' files!,12054,APACHE ,
12822,Apache httpd-1.3,Security issue,documentation suggests insecure file permissions,12822,APACHE ,
14892,Apache httpd-2,Security issue,security tips should suggest subscribing to announcements list,14892,APACHE ,
29595,Security - Now in JIRA,Security issue,Memory retention problem in XMLSecurity 1.1.0 java library,29595,APACHE ,
37631,Lenya,Security issue,[Patch] Disable cocoon reload parameter for security reasons.,37631,APACHE ,
41318,Tomcat Connectors,Security issue,JK Status Worker Security User Case Problem in Windows,41318,APACHE ,
41462,Security - Now in JIRA,Security issue,Xml canonization - UTF-8 encoding issue in Xml security 1.4.0,41462,APACHE ,
41510,Security - Now in JIRA,Security issue,org.apache.xml.security.keys.content.KeyValue.getPublicKey() returns null for DSA key,41510,APACHE ,
41892,Security - Now in JIRA,Security issue,XML Security 1.4.0 does not build with IBM's JDK,41892,APACHE ,
53636,Rivet,Security issue,Security access to server and database,53636,APACHE ,
10902,Tomcat 4,Security issue,"""package.access"" security check too general for Jasper - precompiled JSPs get package-access violation",10902,APACHE ,
11317,Security - Now in JIRA,Security issue,SOAP Security,11317,APACHE ,
12054,Apache httpd-2,Security issue,SECURITY: Apache serving 'private' files!,12054,APACHE ,
12822,Apache httpd-1.3,Security issue,documentation suggests insecure file permissions,12822,APACHE ,
14892,Apache httpd-2,Security issue,security tips should suggest subscribing to announcements list,14892,APACHE ,
29595,Security - Now in JIRA,Security issue,Memory retention problem in XMLSecurity 1.1.0 java library,29595,APACHE ,
37631,Lenya,Security issue,[Patch] Disable cocoon reload parameter for security reasons.,37631,APACHE ,
41318,Tomcat Connectors,Security issue,JK Status Worker Security User Case Problem in Windows,41318,APACHE ,
41462,Security - Now in JIRA,Security issue,Xml canonization - UTF-8 encoding issue in Xml security 1.4.0,41462,APACHE ,
41510,Security - Now in JIRA,Security issue,org.apache.xml.security.keys.content.KeyValue.getPublicKey() returns null for DSA key,41510,APACHE ,
41892,Security - Now in JIRA,Security issue,XML Security 1.4.0 does not build with IBM's JDK,41892,APACHE ,
53636,Rivet,Security issue,Security access to server and database,53636,APACHE ,
16237,Bugzilla,Security issue,Store author of comment as user id,16237,MOZILLA,
328108,Bugzilla,Security issue,Unable to login on a fresh Bugzilla install using the login form on the home page,https://bugzilla.mozilla.org/show_bug.cgi?id=328108,MOZILLA,
425110,Bugzilla,Security issue,"Security Advisory for Bugzilla 3.0.4, 3.1.4, 2.22.4, and 2.20.6",https://bugzilla.mozilla.org/show_bug.cgi?id=425110,MOZILLA,
503046,Bugzilla,Security issue,Security Advisory for Bugzilla 3.2.4 and 3.4rc1,https://bugzilla.mozilla.org/show_bug.cgi?id=503046,MOZILLA,
777558,Bugzilla,Security issue,"Security advisory for Bugzilla 4.3.2, 4.2.2, 4.0.7 and 3.6.10",https://bugzilla.mozilla.org/show_bug.cgi?id=777558,MOZILLA,
28824,Core,Security issue,automated security audit of the code,28824,MOZILLA,
762920,Core ,Security issue,Bug 754202 regressed IsCapabilityEnabled,https://bugzilla.mozilla.org/show_bug.cgi?id=762920,MOZILLA,
30853,SeaMonkey,Security issue,file protections are wrong,30853,MOZILLA,
105193,z_Archived,Security issue ,[Functionality] Port file transfer service changes (bugzilla 75002) to secure file server,https://bugs.eclipse.org/bugs/show_bug.cgi?id=105193,ECLIPSE,
95846,z_Archived,Security issue ,[Security] Test execution does not work with secure RAC,95846,ECLIPSE,
XALANC-33,XalanC,Test Code-related issue,"Test crashes when run multithreaded, but not when run serially",https://issues.apache.org/jira/browse/XALANC-33?jql=issuetype%20%3D%20Bug%20AND%20status%20in%20(Resolved%2C%20Closed)%20ORDER%20BY%20cf%5B12310220%5D%20ASC%2C%20cf%5B12312823%5D%20ASC,APACHE ,79
CACTUS-6,Cactus,Test Code-related issue,tearDown() not called when test method fails,https://issues.apache.org/jira/browse/CACTUS-6?jql=issuetype%20%3D%20Bug%20AND%20status%20in%20(Resolved%2C%20Closed)%20ORDER%20BY%20cf%5B12310220%5D%20ASC%2C%20cf%5B12312823%5D%20ASC,APACHE ,
CACTUS-4,Cactus,Test Code-related issue,Test results requested before they are available,https://issues.apache.org/jira/browse/CACTUS-4?jql=issuetype%20%3D%20Bug%20AND%20status%20in%20(Resolved%2C%20Closed)%20AND%20text%20~%20%22interface%22%20ORDER%20BY%20cf%5B12310220%5D%20ASC%2C%20cf%5B12312823%5D%20ASC,APACHE ,
XERCESJ-514,Xerces2-J,Test Code-related issue,Error by appending a text node to a child,https://issues.apache.org/jira/browse/XERCESJ-514?jql=issuetype%20%3D%20Bug%20AND%20status%20in%20(Resolved%2C%20Closed)%20AND%20text%20~%20%22interface%22%20ORDER%20BY%20cf%5B12310220%5D%20ASC%2C%20cf%5B12312823%5D%20ASC,APACHE ,
686,Ant,Test Code-related issue,JUnitReport does not work,686,APACHE ,
1386,JMeter,Test Code-related issue,"Broken link to ""Running a test script""",1386,APACHE ,
639,Ant,Test Code-related issue,JUnitTestRunner masks exceptions,639,APACHE ,
1297,JMeter,Test Code-related issue,"ClassCastException Testing Database in 1,6",1297,APACHE ,
40298,Security - Now in JIRA,Test Code-related issue,"XMLCipherTester,testSameDocumentCipherReference test fails (regression)",40298,APACHE ,
36025,Fop - Now in Jira,Test Code-related issue,[PATCH] font-size testcases,36025,APACHE ,
51596,Fop - Now in Jira,Test Code-related issue,[PATCH] Cleanup and tests to TTFFile (subsetting Glyf),51596,APACHE ,
36010,Fop - Now in Jira,Test Code-related issue,[PATCH] word-spacing testcases,36010,APACHE ,
53396,Rivet,Test Code-related issue,Tests don't run on Solaris (id command has different output format),53396,APACHE ,
36180,Fop - Now in Jira,Test Code-related issue,[PATCH] Test cases for font-family; font-style and font-weight,36180,APACHE ,
50397,JMeter,Test Code-related issue,Test datas,50397,APACHE ,
543,Ant,Test Code-related issue,NullPointerException in junit task,543,APACHE ,
49808,Fop - Now in Jira,Test Code-related issue,Setting accessibility in Java,49808,APACHE ,
115102,Community,Test Code-related issue,Presentation Files,115102,ECLIPSE,
234953,Dali JPA Tools,Test Code-related issue,TVT34:TCT611: TRK-No data in the JPA details window,https://bugs.eclipse.org/bugs/show_bug.cgi?id=234953,ECLIPSE,
369035,EMFT.facet,Test Code-related issue,[Unit Test Failure] org.eclipse.emf.facet.widgets.table.tests.internal.v0_2.swtbot.Bug344563Test.testBug344563,https://bugs.eclipse.org/bugs/show_bug.cgi?id=369035,ECLIPSE,
418569,EMFT.facet,Test Code-related issue,[Unit Test Failure] org.eclipse.emf.facet.infra.query.tests.internal.UnitTests.bug307095/bug307095v2/bug307095v3/emfmqQueryTest/osgiReload/resourceSet/simpleEval/test001,https://bugs.eclipse.org/bugs/show_bug.cgi?id=418569,ECLIPSE,
419667,EMFT.facet,Test Code-related issue,[Unit Test Faillure] org.eclipse.emf.facet.infra.query.tests.internal.UnitTests.bug307187,https://bugs.eclipse.org/bugs/show_bug.cgi?id=419667,ECLIPSE,
358221,Lyo,Test Code-related issue,Investigate possible test suite bug when ServiceProviderCatalog contains ref to serviceProvider resource,https://bugs.eclipse.org/bugs/show_bug.cgi?id=358221,ECLIPSE,
310980,MDT.MoDisco,Test Code-related issue,"FacetTests.bug308947(): error during: ""Catalog Notifications""",https://bugs.eclipse.org/bugs/show_bug.cgi?id=310980,ECLIPSE,
321570,MDT.MoDisco,Test Code-related issue,[Unit Test Failure] org.eclipse.gmt.modisco.infra.browser.custom.tests.BrowserCustomTest.testBug299277,https://bugs.eclipse.org/bugs/show_bug.cgi?id=321570,ECLIPSE,
92916,WTP Common Tools,Test Code-related issue,Failing JUnit tests [wst.common],92916,ECLIPSE,
159703,WTP Java EE Tools,Test Code-related issue,[web services] webservice.NewProjectListener initialization takes 35% cpu time of CommonNavigator.createPartControl(),https://bugs.eclipse.org/bugs/show_bug.cgi?id=159703,ECLIPSE,
103768,WTP Source Editing,Test Code-related issue,problem validating xml when there's relative schemas and only the 'top' schema is reg'd in catalog,103768,ECLIPSE,
104410,z_Archived,Test Code-related issue,[Testing] Refactor the TPTP test suite to contain the name of the bugzilla component,https://bugs.eclipse.org/bugs/show_bug.cgi?id=104410,ECLIPSE,
278832,z_Archived,Test Code-related issue,NPE raised while performing Test.UI.TestNavigator_bugzilla_242645,https://bugs.eclipse.org/bugs/show_bug.cgi?id=278832,ECLIPSE,
67100,z_Archived,Test Code-related issue,Launching consecutive tests on Linux causes hangs with no indication of problems,67100,ECLIPSE,
83094,z_Archived,Test Code-related issue,Executing a test suite that invokes another test suite in a loop generates erroneous verdict events.,83094,ECLIPSE,
84847,z_Archived,Test Code-related issue,hyades.test feature refs hyades.test.common at 3.0.1 level; but plugin at 3.0.2 level,84847,ECLIPSE,
105824,z_Archived,Test Code-related issue,[Usability] Tests don't run when firewall blocks workbench's incoming connections,105824,ECLIPSE,
106236,z_Archived,Test Code-related issue,"TVT 3.1 - TCT 426 - ""Test"" is translated in JUnit generated code and should not be",106236,ECLIPSE,
107449,z_Archived,Test Code-related issue,"TVT 3.1: TCT 393 - NPE when creating new ""TPTP Example IType Count Template""",107449,ECLIPSE,
107654,z_Archived,Test Code-related issue,"TVT 3.1 - TCT 561 ""Probe"" content type not externalized",107654,ECLIPSE,
110930,z_Archived,Test Code-related issue,TestExecutionHarness cleanup enters an infinite wait and prevents from executing further tests,110930,ECLIPSE,
110960,z_Archived,Test Code-related issue,[Regression] Test harness hangs on launch after previously cancelling a harness,110960,ECLIPSE,
112112,z_Archived,Test Code-related issue,[Testing] Deliver automated tests for test execution service,112112,ECLIPSE,
112115,z_Archived,Test Code-related issue,[Functionality] Integration and testing of shell adapter scripts for test execution service,112115,ECLIPSE,
112245,z_Archived,Test Code-related issue,[Regression; IAC] Not all execution history events when running tests using IAC,112245,ECLIPSE,
112422,z_Archived,Test Code-related issue,"""Review documentation"" test case fails (bad links)",112422,ECLIPSE,
113482,z_Archived,Test Code-related issue,"""Refresh test methods from code"" button in the JUnit test editor throws an exception.",113482,ECLIPSE,
113590,z_Archived,Test Code-related issue,Historical reference to test suite not deleted,113590,ECLIPSE,
114028,z_Archived,Test Code-related issue,[Platform Specific; Regression] Test execution broken on z/OS,114028,ECLIPSE,
114145,z_Archived,Test Code-related issue,Improve GLA testsuites,114145,ECLIPSE,
114438,z_Archived,Test Code-related issue,[Reliability] Canceling a test execution doesn't work properly,114438,ECLIPSE,
114824,z_Archived,Test Code-related issue,[Regression] Test from recording dynamic deployment broken,114824,ECLIPSE,
115506,z_Archived,Test Code-related issue,[JVM Specific; Platform Specific; Regression] Test execution hangs on Linux with Sun JDK 1.4.2,115506,ECLIPSE,
115859,z_Archived,Test Code-related issue,[Webdoc] (README) (IAC; Platform specific) Test execution and test recorder hangs on Linux,115859,ECLIPSE,
73477,z_Archived,Test Code-related issue,Dialog; JDialog; Frame; and Window do not come up,73477,ECLIPSE,
98861,z_Archived,Test Code-related issue,JUnit test hangs when run it via the Run->Test context menu selection in the Test Navigator view,98861,ECLIPSE,
99184,z_Archived,Test Code-related issue,(Plat) Unable to run a JUnit test as test from launch configuration,99184,ECLIPSE,
92067,z_Archived,Test Code-related issue,[Reliability] Test run terminates prematurely before all execution events are loaded in the model,92067,ECLIPSE,
92197,z_Archived,Test Code-related issue,(Test) Downstream products should have control over time-out delays,92197,ECLIPSE,
103246,z_Archived,Test Code-related issue,(Provisional) Add regression tests for tech preview agent controller to TPTP regression test suite: to enable recording of test results and report generation.,103246,ECLIPSE,
104837,z_Archived,Test Code-related issue,TVT 3.1: TCT 409 - Test Navigator view local dropdown menu 'ToggleLinkingAction.text' label missing,104837,ECLIPSE,
116999,Calendar,Test Code-related issue,TEST,116999,MOZILLA,
117000,Calendar,Test Code-related issue,TEST,117000,MOZILLA,
10360,Core,Test Code-related issue,testing; ignore,10360,MOZILLA,
10414,Core,Test Code-related issue,test bug,10414,MOZILLA,
70088,Core,Test Code-related issue,test; please ignore,70088,MOZILLA,
70089,Core,Test Code-related issue,test; please ignore,70089,MOZILLA,
562631,Core ,Test Code-related issue,layout/generic/test/test_bug496275.html makes mochitest-plain time out when the HTML5 parser is enabled,https://bugzilla.mozilla.org/show_bug.cgi?id=562631,MOZILLA,
563643,Core ,Test Code-related issue,"[Debug MacOSX SeaMonkey] leak test: ""ASSERTION: Want to fire mutation events, but it's not safe"" since bug 429175landing. (""all"" other test suites too)",https://bugzilla.mozilla.org/show_bug.cgi?id=563643,MOZILLA,
719389,Core ,Test Code-related issue,"Fix ""#ifdef MOZ_WINSDK_TARGETVER >= MOZ_NTDDI_LONGHORN"" from bug 441197",https://bugzilla.mozilla.org/show_bug.cgi?id=719389,MOZILLA,
858588,Core ,Test Code-related issue,"mochitest-3 is nearly perma-orange on m-c nightly builds (""test_bug445544.html | Part 1 successfully loaded from the application cache"" and more)",https://bugzilla.mozilla.org/show_bug.cgi?id=858588,MOZILLA,
898713,Core ,Test Code-related issue,layout/generic/test/test_bug496275.html makes mochitest-plain time out when the HTML5 parser is enabled,https://bugzilla.mozilla.org/show_bug.cgi?id=562631,MOZILLA,
1105806,Core ,Test Code-related issue,bug1103273-1.js and bug1103273-2.js are going to permafail when Gecko 36 merges to Aurora tomorrow,https://bugzilla.mozilla.org/show_bug.cgi?id=1105806,MOZILLA,
442778,Firefox,Test Code-related issue,"test for bug 419731 failing on qm-win2k3-pgo01 (VM, PGO)",https://bugzilla.mozilla.org/show_bug.cgi?id=442778,MOZILLA,
943524,Firefox,Test Code-related issue,Fix holly after bug 805374 broke tests,https://bugzilla.mozilla.org/show_bug.cgi?id=943524,MOZILLA,
1033449,Firefox,Test Code-related issue,Gaia unit tests are perma-failing on b2g30_v1_4 since bug 874510 was merged into production,https://bugzilla.mozilla.org/show_bug.cgi?id=1033449,MOZILLA,
1069891,Firefox,Test Code-related issue,"""mach reftest --debugger"" is broken",https://bugzilla.mozilla.org/show_bug.cgi?id=1069891,MOZILLA,
483857,MailNews Core,Test Code-related issue,JavaScript Debug assertions in gloda mime tests,https://bugzilla.mozilla.org/show_bug.cgi?id=483857,MOZILLA,
550980,MailNews Core,Test Code-related issue,nsMsgDBFolder.cpp:180: error: cannot convert ‘const char*’ to ‘nsStringBuffer*’ in initialization (port bug 534136),https://bugzilla.mozilla.org/show_bug.cgi?id=550980,MOZILLA,
792804,MailNews Core,Test Code-related issue,"Test failure: mailnews/news/test/unit/test_bug540288.js | [Exception... ""Component returned failure code: 0x80040111 (NS_ERROR_NOT_AVAILABLE) [nsICacheSession.openCacheEntry]"" nsresult: ""0x80040111 (NS_ERROR_NOT_AVAILABLE)""",https://bugzilla.mozilla.org/show_bug.cgi?id=792804,MOZILLA,
45882,SeaMonkey,Test Code-related issue,Test bug,45882,MOZILLA,
911605,Tree Management,Test Code-related issue,Unhide gaia-ui-test once bug 911552 is successfully merged and date-based test failures are no longer occurring,https://bugzilla.mozilla.org/show_bug.cgi?id=911605,MOZILLA,
